Initializing IMU device...
Testing device connections...
CurieIMU connection successful
About to calibrate. Make sure your board is stable and upright
Starting Gyroscope calibration... Done
Starting Acceleration calibration... Done
Internal sensor offsets AFTER calibration...
-20	-44	19	3	14	-7
Enabling Gyroscope/Acceleration offset compensation
1
1
sampling period: 16000.00
n
Started timed_IMU_ISR
0 1:1250.00 2:13406.00 3:252720.73 4:2084.23 5:2865.68 6:4514.63 7:3482.23 8:999.91 9:1337.77 10:742.32
0 1:156.00 2:13422.00 3:257763.44 4:526.66 5:430.16 6:886.21 7:880.44 8:1022.46 9:647.71 10:691.77
0 1:88.00 2:13436.00 3:256461.73 4:797.56 5:718.61 6:859.34 7:563.89 8:785.41 9:723.58 10:758.50
0 1:131.00 2:13445.00 3:256026.70 4:1124.17 5:480.78 6:826.90 7:741.17 8:733.83 9:623.07 10:790.56
0 1:77.00 2:13450.00 3:257291.06 4:644.52 5:575.76 6:673.18 7:867.96 8:935.53 9:801.52 10:649.85
0 1:159.00 2:13458.00 3:255530.19 4:778.20 5:2457.99 6:2599.89 7:1221.18 8:1440.66 9:1440.18 10:1152.27
0 1:4731.00 2:13434.00 3:281237.84 4:39639.91 5:27955.88 6:12537.65 7:15835.61 8:8445.77 9:4788.59 10:4555.38
0 1:3210.00 2:15158.00 3:288406.78 4:15568.87 5:17868.91 6:11187.22 7:6145.66 8:10766.95 9:9362.42 10:7729.09
0 1:231.00 2:15065.00 3:212566.14 4:502.44 5:900.89 6:718.58 7:827.78 8:394.67 9:633.24 10:702.61
0 1:69.00 2:15093.00 3:214064.31 4:335.21 5:464.22 6:470.41 7:551.84 8:390.03 9:502.12 10:465.92
0 1:68.00 2:15095.00 3:216288.27 4:211.06 5:468.06 6:561.76 7:488.40 8:559.21 9:582.40 10:621.17
0 1:68.00 2:15093.00 3:217283.92 4:226.21 5:553.23 6:638.90 7:557.54 8:385.38 9:533.97 10:559.10
0 1:62.00 2:15086.00 3:217293.56 4:367.83 5:367.10 6:493.17 7:599.18 8:428.96 9:627.87 10:722.23
0 1:63.00 2:15084.00 3:218026.08 4:442.53 5:493.80 6:471.12 7:522.13 8:492.38 9:539.54 10:563.10
0 1:69.00 2:15089.00 3:217519.80 4:168.89 5:467.08 6:541.23 7:504.75 8:456.05 9:580.15 10:503.80
0 1:65.00 2:15089.00 3:217593.89 4:388.26 5:447.20 6:493.64 7:470.28 8:549.15 9:460.79 10:639.18
0 1:62.00 2:15084.00 3:218322.39 4:481.83 5:710.77 6:478.32 7:477.38 8:529.31 9:561.74 10:591.05
0 1:53.00 2:15089.00 3:218926.44 4:334.37 5:452.09 6:515.62 7:461.20 8:500.96 9:583.26 10:540.49
0 1:57.00 2:15084.00 3:218927.98 4:402.43 5:292.73 6:568.60 7:455.81 8:542.22 9:515.43 10:471.99
0 1:69.00 2:15097.00 3:218895.75 4:189.00 5:561.97 6:584.76 7:499.82 8:524.34 9:584.05 10:568.90
0 1:72.00 2:15086.00 3:218527.80 4:914.97 5:367.51 6:546.05 7:435.35 8:593.74 9:492.92 10:645.23
0 1:150.00 2:15097.00 3:219755.00 4:829.05 5:441.21 6:506.77 7:776.91 8:983.16 9:305.74 10:761.98
0 1:278.00 2:14984.00 3:228275.69 4:1536.07 5:1523.07 6:553.12 7:593.70 8:854.24 9:806.35 10:751.25
0 1:364.00 2:14885.00 3:240102.25 4:930.16 5:1284.26 6:1124.22 7:950.73 8:1281.04 9:1238.38 10:421.79
0 1:509.00 2:14892.00 3:259318.56 4:2284.63 5:3106.96 6:2199.48 7:1525.06 8:1653.53 9:1313.30 10:1200.71
0 1:64.00 2:14944.00 3:263743.19 4:411.20 5:656.58 6:567.03 7:762.52 8:559.16 9:759.97 10:440.15
0 1:51.00 2:14926.00 3:263883.38 4:329.21 5:480.29 6:695.97 7:574.40 8:520.34 9:780.87 10:623.32
0 1:50.00 2:14922.00 3:263941.34 4:290.91 5:594.61 6:598.73 7:656.94 8:552.70 9:706.70 10:586.22
0 1:82.00 2:14916.00 3:264570.06 4:352.49 5:402.97 6:573.82 7:723.07 8:592.26 9:681.40 10:657.77
0 1:91.00 2:14926.00 3:264282.59 4:202.33 5:574.08 6:556.85 7:712.12 8:586.49 9:617.07 10:643.82
0 1:55.00 2:14916.00 3:265307.44 4:401.64 5:377.15 6:644.94 7:693.87 8:575.08 9:692.58 10:659.98
0 1:55.00 2:14913.00 3:264982.09 4:185.08 5:581.81 6:589.01 7:668.30 8:634.81 9:651.58 10:597.73
0 1:51.00 2:14915.00 3:265168.06 4:249.92 5:506.47 6:565.93 7:573.64 8:718.55 9:674.22 10:605.51
0 1:654.00 2:15041.00 3:265386.72 4:976.04 5:943.34 6:691.00 7:627.87 8:566.86 9:562.44 10:800.86
0 1:9430.00 2:14328.00 3:332665.84 4:37642.25 5:14369.25 6:19935.10 7:15513.71 8:4371.46 9:5998.34 10:5099.24
0 1:5891.00 2:13538.00 3:134862.84 4:35167.62 5:19362.88 6:7024.09 7:7864.23 8:2705.71 9:5648.78 10:5134.27
0 1:1607.00 2:14479.00 3:52911.42 4:3754.43 5:3994.68 6:4847.17 7:6399.64 8:2501.87 9:1436.23 10:736.28
0 1:8300.00 2:14531.00 3:163232.48 4:16125.65 5:7894.91 6:10072.78 7:6542.47 8:4814.66 9:4633.41 10:3533.46
0 1:2471.00 2:15117.00 3:318638.63 4:6087.20 5:7698.32 6:4944.63 7:2525.23 8:2122.62 9:4128.57 10:3243.79
0 1:593.00 2:15442.00 3:219787.95 4:1270.84 5:985.68 6:2315.70 7:1801.56 8:636.21 9:1869.00 10:1397.08
0 1:127.00 2:15421.00 3:217072.94 4:950.22 5:552.13 6:1268.85 7:453.42 8:1243.92 9:641.35 10:631.15
0 1:600.00 2:15450.00 3:220413.23 4:5681.83 5:2978.60 6:2835.68 7:2292.81 8:2091.83 9:857.85 10:986.97
0 1:2261.00 2:15464.00 3:302345.00 4:16972.16 5:5664.62 6:10536.29 7:7429.88 8:3898.61 9:4105.77 10:2709.84
0 1:1639.00 2:14573.00 3:326102.09 4:3828.98 5:3155.58 6:5562.20 7:3381.28 8:1996.10 9:2755.75 10:2138.14
0 1:1147.00 2:14418.00 3:322010.03 4:2988.86 5:2007.30 6:2992.54 7:3119.57 8:1069.49 9:3965.85 10:3570.92
0 1:1523.00 2:14564.00 3:305797.59 4:3495.49 5:5414.55 6:2373.60 7:6621.32 8:4536.26 9:4987.48 10:2978.28
0 1:728.00 2:14659.00 3:297302.28 4:787.72 5:1236.32 6:1292.27 7:1126.16 8:1429.56 9:1452.83 10:1188.49
0 1:685.00 2:14725.00 3:291838.03 4:1609.15 5:661.09 6:941.84 7:1804.36 8:1511.13 9:707.52 10:1269.73
0 1:382.00 2:14678.00 3:288761.22 4:1760.75 5:1319.76 6:1001.36 7:1137.50 8:973.48 9:813.75 10:1139.62
0 1:514.00 2:14625.00 3:288697.84 4:907.08 5:1118.72 6:596.77 7:609.25 8:946.66 9:1261.00 10:931.40
0 1:245.00 2:14612.00 3:284398.03 4:597.27 5:724.18 6:728.78 7:378.92 8:1399.23 9:1493.49 10:1014.72
0 1:100.00 2:14550.00 3:285332.50 4:557.23 5:403.43 6:655.10 7:918.98 8:664.05 9:664.24 10:774.71
0 1:245.00 2:14491.00 3:287450.44 4:273.72 5:640.26 6:856.37 7:955.15 8:453.21 9:1013.76 10:1307.84
0 1:3248.00 2:15428.00 3:239002.45 4:13957.67 5:7922.48 6:8113.23 7:6177.50 8:1068.94 9:1415.09 10:1800.19
0 1:1878.00 2:15642.00 3:219021.58 4:6064.30 5:2473.42 6:6497.30 7:890.41 8:1803.22 9:1558.51 10:2031.85
0 1:1788.00 2:15500.00 3:298385.91 4:8622.01 5:5731.66 6:6140.46 7:2200.19 8:1766.50 9:1121.12 10:1567.87
0 1:1661.00 2:14997.00 3:312307.84 4:6311.03 5:1806.84 6:2296.38 7:1060.56 8:1003.70 9:984.94 10:701.22
0 1:1710.00 2:15587.00 3:279360.16 4:3262.14 5:1929.08 6:3806.90 7:3127.52 8:1814.20 9:2025.52 10:1625.89
0 1:2996.00 2:15191.00 3:302027.69 4:7883.91 5:6988.11 6:2375.54 7:2042.79 8:1979.28 9:1888.90 10:1532.37
0 1:2156.00 2:15062.00 3:326225.53 4:7059.60 5:9457.08 6:6921.69 7:2299.87 8:1846.50 9:2022.69 10:1862.30
0 1:2190.00 2:15794.00 3:244585.55 4:3802.19 5:3950.44 6:2298.53 7:1743.69 8:2489.55 9:2647.98 10:2339.73
0 1:3302.00 2:15312.00 3:299104.03 4:4596.53 5:4023.18 6:1943.95 7:1163.85 8:1245.01 9:1113.08 10:1863.97
0 1:2887.00 2:15437.00 3:284091.59 4:6032.05 5:3154.69 6:3000.38 7:1073.00 8:808.19 9:968.98 10:660.09
0 1:2806.00 2:15729.00 3:259720.31 4:4265.09 5:7047.97 6:1471.54 7:1774.31 8:2163.06 9:1757.08 10:1261.25
0 1:3361.00 2:15354.00 3:281957.97 4:27759.05 5:13532.76 6:10136.04 7:5734.00 8:12329.52 9:7936.74 10:5727.57
0 1:613.00 2:16271.00 3:179884.30 4:3156.93 5:2121.39 6:2387.90 7:797.75 8:684.60 9:703.31 10:636.10
0 1:3340.00 2:15509.00 3:272509.84 4:8030.61 5:20427.65 6:16001.05 7:8100.54 8:4836.38 9:5824.71 10:5135.65
0 1:6843.00 2:13085.00 3:397134.00 4:28137.91 5:7597.88 6:4430.56 7:10277.93 8:4595.52 9:6595.35 10:3403.86
0 1:3088.00 2:13034.00 3:239165.20 4:2566.22 5:4873.20 6:3209.98 7:3023.76 8:1346.55 9:3033.78 10:3159.79
0 1:3227.00 2:13477.00 3:199860.02 4:12247.03 5:8036.84 6:3833.14 7:812.98 8:2030.82 9:1095.72 10:1778.77
0 1:2444.00 2:15523.00 3:217338.05 4:5463.79 5:5560.26 6:5574.30 7:4956.62 8:6523.33 9:8117.00 10:4939.11
0 1:1154.00 2:15646.00 3:175190.64 4:9273.20 5:4648.24 6:3195.33 7:2036.68 8:1624.93 9:2842.98 10:1274.70
0 1:2030.00 2:15782.00 3:201374.64 4:17842.15 5:6018.34 6:3620.99 7:5035.67 8:1213.58 9:2878.74 10:1453.56
0 1:1840.00 2:15360.00 3:255496.58 4:1485.19 5:2337.87 6:1472.98 7:1300.25 8:467.81 9:545.52 10:842.29
0 1:631.00 2:15287.00 3:253389.69 4:1033.19 5:1749.58 6:1162.24 7:1539.51 8:750.53 9:913.72 10:571.70
0 1:1329.00 2:16146.00 3:192994.52 4:3915.28 5:3120.25 6:1865.47 7:1068.29 8:897.07 9:466.81 10:830.09
0 1:142.00 2:16051.00 3:192567.63 4:751.01 5:1200.42 6:833.44 7:793.96 8:390.96 9:721.71 10:490.06
0 1:2610.00 2:16134.00 3:184191.58 4:7714.09 5:23902.27 6:8159.08 7:8818.47 8:2818.44 9:2584.92 10:5617.34
0 1:883.00 2:16008.00 3:230574.11 4:1954.07 5:1174.79 6:2153.16 7:2989.93 8:2499.41 9:1609.42 10:1028.02
0 1:2596.00 2:16212.00 3:190877.94 4:11872.06 5:6564.97 6:2568.45 7:2848.46 8:2167.84 9:2673.83 10:2635.89
0 1:786.00 2:16344.00 3:160678.02 4:3045.67 5:3102.46 6:1815.13 7:2240.68 8:1567.85 9:1717.41 10:871.65
0 1:371.00 2:16424.00 3:159542.39 4:1463.16 5:671.86 6:640.87 7:1479.58 8:1313.27 9:664.04 10:583.65
0 1:616.00 2:16430.00 3:148869.88 4:2817.15 5:1162.12 6:2296.09 7:923.43 8:2096.26 9:1821.81 10:925.70
0 1:687.00 2:16459.00 3:151013.52 4:2851.12 5:1334.08 6:730.75 7:2180.02 8:512.03 9:1861.52 10:1028.05
0 1:4695.00 2:15009.00 3:357020.13 4:15064.96 5:9272.69 6:15178.58 7:9056.88 8:2965.16 9:3140.02 10:4168.00
0 1:2032.00 2:14799.00 3:289957.34 4:5944.37 5:5238.75 6:9899.39 7:2960.33 8:4648.33 9:1815.41 10:3323.52
0 1:328.00 2:15256.00 3:271162.03 4:992.60 5:1082.88 6:2035.90 7:2759.25 8:2953.67 9:865.92 10:994.67
0 1:1432.00 2:15275.00 3:262776.53 4:6037.50 5:3046.45 6:8490.02 7:6401.33 8:4770.05 9:3263.12 10:1755.64
0 1:1842.00 2:15745.00 3:254681.44 4:11746.08 5:19824.51 6:7315.96 7:1740.26 8:1150.81 9:847.42 10:350.13
0 1:1290.00 2:15870.00 3:228111.77 4:7389.83 5:10858.80 6:6171.31 7:3210.36 8:1314.61 9:1131.92 10:1255.31
0 1:1920.00 2:16219.00 3:180974.81 4:1735.37 5:2825.79 6:2234.91 7:1712.04 8:3556.88 9:974.54 10:1044.47
0 1:1049.00 2:15568.00 3:260422.56 4:5917.53 5:1205.90 6:1430.39 7:2404.66 8:1724.41 9:2119.72 10:1420.55
0 1:628.00 2:15646.00 3:258044.95 4:2102.98 5:1358.95 6:2173.02 7:1463.82 8:1016.15 9:757.04 10:1160.82
0 1:630.00 2:15544.00 3:268581.72 4:1288.12 5:1564.53 6:894.08 7:736.27 8:689.99 9:1240.33 10:1379.18
0 1:773.00 2:15447.00 3:278367.50 4:4052.46 5:1212.15 6:1158.15 7:1185.43 8:2051.37 9:1843.91 10:1742.06
0 1:480.00 2:15447.00 3:263705.66 4:2778.84 5:4078.07 6:3423.83 7:855.07 8:950.14 9:674.63 10:975.34
0 1:469.00 2:15486.00 3:261061.70 4:796.55 5:1626.83 6:1289.52 7:1775.55 8:959.20 9:1288.48 10:842.61
0 1:459.00 2:15401.00 3:258891.58 4:2145.92 5:990.21 6:1827.12 7:1765.53 8:990.00 9:910.69 10:949.85
0 1:200.00 2:15497.00 3:252707.02 4:600.87 5:1049.10 6:312.18 7:1140.07 8:738.65 9:835.29 10:653.83
0 1:115.00 2:15533.00 3:248523.33 4:363.69 5:696.49 6:429.01 7:801.39 8:866.63 9:924.42 10:709.78
0 1:107.00 2:15536.00 3:250696.63 4:564.27 5:1093.13 6:899.32 7:794.59 8:1158.56 9:673.65 10:733.81
0 1:109.00 2:15557.00 3:248184.44 4:374.53 5:490.36 6:686.99 7:584.41 8:708.39 9:575.94 10:546.89
0 1:137.00 2:15553.00 3:250948.02 4:477.57 5:710.66 6:562.39 7:506.73 8:509.98 9:1224.87 10:885.87
0 1:121.00 2:15594.00 3:245745.05 4:567.75 5:692.21 6:667.93 7:516.03 8:1046.02 9:904.99 10:981.66
0 1:119.00 2:15599.00 3:244550.19 4:305.22 5:697.80 6:662.56 7:725.83 8:795.78 9:629.93 10:863.03
0 1:137.00 2:15600.00 3:246520.94 4:497.15 5:597.13 6:365.68 7:1042.35 8:961.26 9:881.43 10:450.19
0 1:116.00 2:15601.00 3:245486.31 4:216.94 5:570.34 6:595.09 7:716.05 8:754.16 9:675.65 10:1103.60
0 1:146.00 2:15668.00 3:239053.42 4:684.97 5:546.84 6:471.99 7:566.99 8:534.77 9:794.77 10:720.02
0 1:168.00 2:15705.00 3:232682.67 4:476.25 5:507.91 6:576.98 7:834.81 8:618.96 9:929.65 10:793.47
0 1:156.00 2:15700.00 3:234636.00 4:389.26 5:470.63 6:589.94 7:644.80 8:528.01 9:785.91 10:621.92
0 1:199.00 2:15721.00 3:231445.48 4:338.12 5:801.73 6:1122.24 7:1122.52 8:1709.05 9:2139.01 10:1269.44
0 1:147.00 2:15681.00 3:234787.83 4:700.64 5:592.89 6:756.17 7:806.52 8:685.03 9:880.52 10:1136.14
0 1:957.00 2:15647.00 3:244338.77 4:12177.92 5:6933.22 6:5700.27 7:3769.91 8:5061.42 9:3263.26 10:2555.45
0 1:345.00 2:15695.00 3:242970.67 4:749.04 5:429.85 6:955.64 7:417.88 8:1094.41 9:482.11 10:805.97
0 1:133.00 2:15787.00 3:233927.05 4:398.05 5:518.32 6:487.50 7:721.36 8:706.70 9:1232.15 10:437.36
0 1:77.00 2:15805.00 3:234141.45 4:292.20 5:490.92 6:484.79 7:564.96 8:1081.19 9:566.34 10:661.41
0 1:402.00 2:15840.00 3:233087.52 4:6923.20 5:10180.29 6:6461.34 7:847.28 8:521.32 9:2033.83 10:1563.23
0 1:116.00 2:15845.00 3:235089.23 4:510.39 5:300.67 6:864.07 7:523.06 8:692.85 9:521.02 10:730.10
0 1:115.00 2:15859.00 3:233049.23 4:176.82 5:619.88 6:480.11 7:476.77 8:913.85 9:766.29 10:483.56
0 1:93.00 2:15852.00 3:235073.20 4:235.55 5:722.43 6:554.64 7:802.84 8:768.39 9:657.86 10:879.26
0 1:122.00 2:15852.00 3:232875.58 4:406.90 5:856.22 6:932.85 7:1173.65 8:1548.44 9:500.77 10:1076.22
0 1:137.00 2:15845.00 3:233891.08 4:645.09 5:941.76 6:1109.73 7:918.72 8:2664.31 9:1441.16 10:1122.26
0 1:512.00 2:15831.00 3:235641.89 4:798.96 5:551.50 6:1057.38 7:2031.90 8:1052.49 9:785.93 10:729.43
0 1:4731.00 2:15450.00 3:276251.16 4:38474.92 5:68956.57 6:90772.42 7:66596.41 8:45433.10 9:37534.09 10:28653.48
0 1:2732.00 2:16660.00 3:121757.06 4:9666.91 5:9183.63 6:6218.37 7:4359.01 8:3626.03 9:5897.10 10:2303.91
0 1:454.00 2:16763.00 3:137350.52 4:3644.67 5:4413.49 6:4631.49 7:3232.83 8:1812.90 9:650.82 10:1458.74
0 1:113.00 2:16802.00 3:124719.09 4:275.42 5:198.35 6:326.11 7:344.80 8:339.73 9:281.00 10:237.22
0 1:174.00 2:16790.00 3:130017.96 4:207.87 5:108.61 6:288.87 7:302.41 8:392.48 9:171.40 10:496.51
0 1:68.00 2:16779.00 3:130620.10 4:192.73 5:185.31 6:344.51 7:278.69 8:351.60 9:352.48 10:471.47
0 1:64.00 2:16776.00 3:130360.16 4:128.07 5:327.17 6:191.02 7:391.43 8:317.37 9:289.05 10:358.79
0 1:68.00 2:16775.00 3:130774.51 4:261.23 5:340.78 6:324.99 7:220.61 8:375.54 9:296.77 10:351.54
0 1:60.00 2:16768.00 3:130988.06 4:253.24 5:278.29 6:320.62 7:348.66 8:319.66 9:357.68 10:341.60
0 1:63.00 2:16774.00 3:131319.81 4:134.74 5:274.90 6:261.71 7:303.28 8:319.84 9:368.18 10:272.12
0 1:72.00 2:16768.00 3:131880.20 4:205.72 5:419.10 6:335.93 7:210.99 8:313.95 9:379.33 10:288.77
0 1:66.00 2:16765.00 3:131200.94 4:198.66 5:288.43 6:242.43 7:351.46 8:268.63 9:366.94 10:272.19
0 1:90.00 2:16765.00 3:134030.39 4:188.42 5:211.38 6:280.76 7:368.47 8:295.05 9:326.21 10:289.93
0 1:170.00 2:16771.00 3:132620.64 4:458.18 5:447.26 6:424.87 7:257.62 8:460.75 9:661.27 10:428.78
0 1:433.00 2:16817.00 3:120790.80 4:763.42 5:1198.07 6:692.32 7:843.46 8:973.73 9:446.25 10:1083.11
0 1:98.00 2:16832.00 3:115688.38 4:205.29 5:195.61 6:262.13 7:406.23 8:395.59 9:328.93 10:394.15
0 1:190.00 2:16867.00 3:109619.19 4:752.74 5:503.52 6:286.22 7:654.92 8:460.81 9:423.99 10:562.63
0 1:2375.00 2:17180.00 3:114514.69 4:11076.02 5:12308.94 6:10341.57 7:7007.62 8:4512.71 9:3359.89 10:2385.64
0 1:4293.00 2:14188.00 3:391486.09 4:32398.54 5:16294.64 6:12148.21 7:12168.89 8:14236.50 9:5003.39 10:8864.50
0 1:3244.00 2:15077.00 3:282676.16 4:24913.22 5:22251.66 6:14831.58 7:13575.70 8:13709.00 9:15830.19 10:9540.91
0 1:206.00 2:15531.00 3:263598.53 4:581.13 5:695.82 6:939.60 7:1447.63 8:865.31 9:765.22 10:577.20
0 1:810.00 2:15522.00 3:266993.03 4:3639.21 5:3828.51 6:3677.33 7:4912.10 8:2425.04 9:972.88 10:701.65
0 1:1111.00 2:15811.00 3:249270.98 4:2809.15 5:4228.69 6:3373.68 7:3421.64 8:1358.23 9:910.92 10:741.99
0 1:2125.00 2:16398.00 3:195714.50 4:15685.67 5:9300.99 6:3537.34 7:2827.95 8:3161.08 9:2106.60 10:2239.12
0 1:507.00 2:16641.00 3:175736.02 4:3983.39 5:4856.47 6:3694.10 7:3085.83 8:1409.27 9:1340.14 10:735.95
0 1:797.00 2:16557.00 3:177894.63 4:2823.71 5:2519.87 6:9242.41 7:8646.61 8:2971.82 9:3207.26 10:2701.58
0 1:299.00 2:16548.00 3:186750.95 4:494.74 5:833.75 6:1535.04 7:1093.34 8:1722.70 9:1409.25 10:1547.33
0 1:112.00 2:16605.00 3:183575.44 4:399.48 5:337.30 6:562.74 7:782.29 8:266.01 9:572.84 10:803.01
0 1:97.00 2:16618.00 3:181831.92 4:325.47 5:562.37 6:195.72 7:832.79 8:462.00 9:420.89 10:564.34
0 1:88.00 2:16623.00 3:181182.23 4:295.84 5:376.23 6:504.69 7:295.93 8:648.03 9:944.26 10:752.10
0 1:89.00 2:16623.00 3:181874.58 4:288.88 5:466.08 6:324.22 7:612.21 8:191.98 9:363.10 10:573.07
0 1:72.00 2:16632.00 3:180902.17 4:310.88 5:397.61 6:429.62 7:338.08 8:342.58 9:791.51 10:237.46
0 1:1017.00 2:16582.00 3:183940.52 4:1163.11 5:664.96 6:351.92 7:528.87 8:595.10 9:811.67 10:765.13
0 1:5281.00 2:15154.00 3:351648.25 4:21699.93 5:29281.67 6:20697.97 7:18903.64 8:16916.57 9:11048.52 10:12599.08
0 1:5635.00 2:14730.00 3:414012.22 4:7935.94 5:27605.38 6:9944.48 7:9594.64 8:8680.34 9:8633.67 10:1689.31
0 1:2785.00 2:15069.00 3:388634.00 4:38837.45 5:15593.53 6:18947.81 7:8793.50 8:7032.76 9:4129.67 10:5807.51
0 1:1244.00 2:15038.00 3:344109.97 4:8151.82 5:5077.47 6:3445.70 7:3383.11 8:3580.97 9:3658.19 10:2704.55
0 1:382.00 2:14957.00 3:344399.81 4:1234.08 5:1609.13 6:1278.59 7:842.81 8:774.82 9:905.69 10:900.60
0 1:1360.00 2:14956.00 3:343444.38 4:11933.68 5:12786.94 6:11319.37 7:8201.08 8:4289.45 9:4230.23 10:4106.63
0 1:1106.00 2:14314.00 3:380032.16 4:1155.34 5:3038.02 6:3433.09 7:3295.07 8:1192.30 9:2507.06 10:1830.78
0 1:7359.00 2:16838.00 3:153770.77 4:28795.17 5:20814.81 6:7640.91 7:11043.51 8:11452.19 9:5199.13 10:1019.28
0 1:3685.00 2:16571.00 3:229589.52 4:13250.49 5:5374.92 6:5782.26 7:5352.44 8:2335.40 9:1105.10 10:1079.98
0 1:691.00 2:16508.00 3:190690.58 4:2227.06 5:2650.03 6:1896.85 7:772.58 8:992.55 9:1352.56 10:783.39
0 1:339.00 2:16641.00 3:184699.11 4:3187.43 5:2088.39 6:2209.68 7:1528.52 8:2044.85 9:1165.35 10:1677.44
0 1:150.00 2:16627.00 3:185149.73 4:977.43 5:2049.54 6:2506.69 7:927.26 8:1965.50 9:2335.53 10:1986.15
0 1:107.00 2:16667.00 3:183825.33 4:457.51 5:1278.12 6:977.88 7:727.70 8:386.31 9:795.32 10:684.91
0 1:150.00 2:16668.00 3:183393.44 4:332.39 5:656.92 6:817.34 7:669.34 8:905.76 9:537.04 10:651.84
0 1:906.00 2:16440.00 3:208301.77 4:2143.88 5:4748.11 6:5193.93 7:4690.43 8:2425.31 9:2766.74 10:1680.12
0 1:961.00 2:16147.00 3:254426.89 4:4445.77 5:4188.09 6:3240.22 7:1798.90 8:718.64 9:1331.19 10:403.03
0 1:4395.00 2:16751.00 3:119206.35 4:15574.49 5:6357.10 6:6443.84 7:6153.36 8:12533.59 9:8505.53 10:15625.07
0 1:503.00 2:16574.00 3:77268.90 4:664.64 5:867.47 6:664.50 7:739.18 8:765.02 9:430.75 10:231.69
0 1:67.00 2:16575.00 3:81010.88 4:102.75 5:306.38 6:199.49 7:243.63 8:285.86 9:179.80 10:426.75
0 1:112.00 2:16578.00 3:82029.49 4:395.04 5:509.32 6:450.83 7:644.89 8:680.02 9:517.89 10:237.20
0 1:832.00 2:16629.00 3:86143.95 4:1707.12 5:2163.50 6:1974.78 7:1468.20 8:1379.36 9:1175.87 10:1032.62
0 1:1428.00 2:16270.00 3:156169.94 4:6835.14 5:5137.31 6:11434.52 7:10674.73 8:3019.76 9:4984.86 10:1811.86
0 1:803.00 2:16524.00 3:105018.63 4:7452.71 5:5431.32 6:1867.39 7:1797.50 8:2733.40 9:3278.11 10:1289.28
0 1:129.00 2:16529.00 3:110282.72 4:915.61 5:849.84 6:629.71 7:330.77 8:489.41 9:528.35 10:424.79
0 1:64.00 2:16475.00 3:113766.40 4:222.82 5:360.87 6:315.43 7:315.81 8:379.94 9:408.00 10:254.31
0 1:68.00 2:16466.00 3:114351.87 4:202.63 5:150.06 6:297.01 7:238.27 8:218.67 9:265.92 10:338.93
0 1:90.00 2:16435.00 3:116676.95 4:229.95 5:147.30 6:379.29 7:247.33 8:223.18 9:448.09 10:252.25
0 1:215.00 2:16339.00 3:123324.46 4:422.57 5:244.34 6:384.17 7:492.92 8:284.69 9:337.39 10:272.89
0 1:57.00 2:16323.00 3:124023.63 4:222.70 5:231.92 6:351.60 7:303.44 8:284.75 9:367.44 10:320.67
0 1:61.00 2:16332.00 3:123893.59 4:263.39 5:211.57 6:365.08 7:240.10 8:286.55 9:358.64 10:288.27
0 1:56.00 2:16324.00 3:124742.70 4:249.20 5:268.73 6:275.21 7:210.77 8:355.22 9:455.84 10:447.40
0 1:58.00 2:16320.00 3:124925.71 4:73.18 5:295.78 6:363.30 7:277.80 8:303.89 9:357.78 10:266.09
0 1:60.00 2:16316.00 3:124827.80 4:149.54 5:302.98 6:326.68 7:288.05 8:362.86 9:364.56 10:285.92
0 1:61.00 2:16324.00 3:125048.54 4:268.39 5:224.78 6:337.55 7:249.42 8:302.31 9:414.49 10:219.74
0 1:60.00 2:16320.00 3:125542.21 4:149.31 5:204.73 6:322.91 7:292.81 8:296.82 9:333.04 10:253.38
0 1:58.00 2:16313.00 3:125653.62 4:156.85 5:236.60 6:279.18 7:377.48 8:299.89 9:343.90 10:285.61
0 1:3047.00 2:15944.00 3:195253.86 4:17751.49 5:3788.20 6:2499.38 7:5019.13 8:6327.40 9:2022.57 10:2643.68
0 1:1290.00 2:16328.00 3:110088.72 4:5811.51 5:3679.48 6:3526.46 7:2583.49 8:4384.19 9:4050.20 10:2632.76
0 1:102.00 2:16279.00 3:102211.35 4:119.82 5:362.22 6:244.57 7:217.61 8:267.82 9:306.10 10:332.47
0 1:217.00 2:16220.00 3:107715.22 4:801.86 5:570.62 6:636.94 7:685.48 8:748.68 9:256.21 10:488.22
0 1:129.00 2:16182.00 3:111200.29 4:81.38 5:318.43 6:365.01 7:341.79 8:364.66 9:414.99 10:497.78
0 1:213.00 2:16159.00 3:111713.10 4:220.11 5:214.03 6:208.67 7:285.39 8:322.17 9:158.55 10:347.08
0 1:920.00 2:15584.00 3:138097.84 4:1051.10 5:1069.58 6:624.18 7:832.54 8:846.63 9:586.47 10:775.01
0 1:533.00 2:15318.00 3:133813.95 4:838.69 5:822.74 6:605.55 7:545.06 8:301.94 9:1269.97 10:1290.20
0 1:284.00 2:15266.00 3:137691.70 4:1353.88 5:1422.10 6:981.95 7:1510.18 8:1315.65 9:1001.39 10:718.98
0 1:2981.00 2:15377.00 3:152654.59 4:10232.73 5:6519.06 6:6943.28 7:2454.07 8:2227.36 9:2580.85 10:3530.52
0 1:4963.00 2:15967.00 3:120514.78 4:20887.90 5:45290.16 6:22427.23 7:18433.54 8:16315.47 9:13187.58 10:10074.47
0 1:1103.00 2:15348.00 3:147723.19 4:10229.68 5:4977.73 6:3894.31 7:4727.14 8:9484.79 9:4374.04 10:6350.54
